gameid	Trial	condition	TrialType	ControlType	ItemID	TargetItem	UtteranceType	redUtterance	SufficientProperty	RedundantProperty	NumDistractors	NumSameDistractors	DistractorsNoun	DistractorsRedProp	speakerMessages	listenerMessages	refExp	minimal	redundant	clickedType	clickedSize	clickedColor	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned	distractorOne	distractorTwo	distractorThree	distractorFour	distractorFive	directorViewOrdered	guesserViewOrdered
PwDr3NhGN7hbLdn4j	7	size_basic_filler_3_m	control	size_redundant	fish_hammer	small_black_hammer	size and color	redundant	color	size	3	1	no_extras	no_extras	small black hammer	NA	small black hammer	0	1	hammer	small	black	TRUE	TRUE	TRUE	FALSE	FALSE	big_orange_hammer	big_black_hammer	small_orange_fish	NA	NA	small_orange_fish,small_orange_fish,big_black_hammer,big_orange_hammer,small_black_hammer	small_black_hammer,small_black_hammer,small_orange_fish,big_black_hammer,big_orange_hammer
PwDr3NhGN7hbLdn4j	9	size_basic_filler_3_f	control	size_redundant	ring_belt	small_yellow_belt	size and color	redundant	color	size	3	1	no_extras	no_extras	small yellow belt	NA	small yellow belt	0	1	belt	small	yellow	TRUE	TRUE	TRUE	FALSE	FALSE	big_blue_belt	big_yellow_belt	small_blue_ring	NA	NA	big_blue_belt,big_blue_belt,small_yellow_belt,big_yellow_belt,small_blue_ring	big_blue_belt,big_blue_belt,small_blue_ring,small_yellow_belt,big_yellow_belt
PwDr3NhGN7hbLdn4j	10	size_basic_filler_2_f	control	noun_sufficient	shovel_spoon	big_black_spoon	color	minimal	color	size	3	1	no_extras	no_extras	black spoon	NA	black spoon	1	0	spoon	big	black	TRUE	FALSE	TRUE	FALSE	FALSE	small_black_shovel	small_green_shovel	big_green_shovel	NA	NA	big_green_shovel,big_green_shovel,small_black_shovel,small_green_shovel,big_black_spoon	small_green_shovel,small_green_shovel,small_black_shovel,big_black_spoon,big_green_shovel
PwDr3NhGN7hbLdn4j	11	size_diff_diff_f	target	undefined	clock_calculator	small_yellow_calculator	color	minimal	color	size	5	1	diff	diff	yellow calculator	NA	yellow calculator	1	0	calculator	small	yellow	TRUE	FALSE	TRUE	FALSE	FALSE	small_blue_calculator	big_yellow_clock	big_blue_calculator	big_blue_clock	big_blue_clock	big_blue_clock,big_blue_clock,big_blue_calculator,small_yellow_calculator,big_yellow_clock,big_blue_clock,small_blue_calculator	big_blue_calculator,big_blue_calculator,small_blue_calculator,big_blue_clock,small_yellow_calculator,big_blue_clock,big_yellow_clock
PwDr3NhGN7hbLdn4j	12	color_same_diff_f	target	undefined	ornament_door	small_red_door	size and color	redundant	size	color	5	1	same	diff	small red door	NA	small red door	0	1	door	small	red	TRUE	TRUE	TRUE	FALSE	FALSE	big_red_door	small_white_ornament	big_white_door	big_white_door	big_white_door	big_red_door,big_red_door,big_white_door,small_red_door,big_white_door,small_white_ornament,big_white_door	big_white_door,big_white_door,big_red_door,small_red_door,big_white_door,small_white_ornament,big_white_door
PwDr3NhGN7hbLdn4j	13	color_basic_target_m	target	undefined	cushion_armchair	small_red_armchair	size and color	redundant	size	color	3	1	no_extras	no_extras	small red chair	NA	small red chair	0	1	armchair	small	red	TRUE	TRUE	TRUE	FALSE	FALSE	big_red_armchair	small_yellow_cushion	big_yellow_armchair	NA	NA	big_red_armchair,big_red_armchair,small_red_armchair,big_yellow_armchair,small_yellow_cushion	big_red_armchair,big_red_armchair,big_yellow_armchair,small_yellow_cushion,small_red_armchair
PwDr3NhGN7hbLdn4j	14	color_same_same_f	target	undefined	lamp_scarf	small_blue_scarf	size and color	redundant	size	color	5	3	same	same	smallest blue scarf	NA	smallest blue scarf	0	1	scarf	small	blue	TRUE	TRUE	TRUE	FALSE	FALSE	big_blue_scarf	small_white_lamp	big_white_scarf	big_blue_scarf	big_blue_scarf	big_white_scarf,big_white_scarf,big_blue_scarf,small_blue_scarf,small_white_lamp,big_blue_scarf,big_blue_scarf	small_blue_scarf,small_blue_scarf,small_white_lamp,big_blue_scarf,big_blue_scarf,big_blue_scarf,big_white_scarf
PwDr3NhGN7hbLdn4j	15	color_diff_same_m	target	undefined	bed_bucket	big_white_bucket	size and color	redundant	size	color	5	3	diff	same	large white bucket	NA	large white bucket	0	1	bucket	big	white	TRUE	TRUE	TRUE	FALSE	FALSE	small_white_bucket	big_red_bed	small_red_bucket	small_white_bed	small_white_bed	big_white_bucket,big_white_bucket,big_red_bed,small_white_bed,small_white_bed,small_red_bucket,small_white_bucket	big_white_bucket,big_white_bucket,small_red_bucket,small_white_bed,small_white_bed,small_white_bucket,big_red_bed
PwDr3NhGN7hbLdn4j	16	size_same_diff_f	target	undefined	mouse_guitar	small_blue_guitar	color	minimal	color	size	5	1	same	diff	blue guitar	NA	blue guitar	1	0	guitar	small	blue	TRUE	FALSE	TRUE	FALSE	FALSE	small_yellow_guitar	big_blue_mouse	big_yellow_guitar	big_yellow_guitar	big_yellow_guitar	big_yellow_guitar,big_yellow_guitar,big_yellow_guitar,big_yellow_guitar,small_blue_guitar,big_blue_mouse,small_yellow_guitar	big_yellow_guitar,big_yellow_guitar,small_yellow_guitar,big_blue_mouse,big_yellow_guitar,small_blue_guitar,big_yellow_guitar
PwDr3NhGN7hbLdn4j	17	size_basic_filler_1_f	control	both_necessary	sock_fork	big_purple_fork	size and color	redundant	color	size	3	1	no_extras	no_extras	large purple fork	NA	large purple fork	0	1	fork	big	purple	TRUE	TRUE	TRUE	FALSE	FALSE	big_green_fork	small_green_sock	small_purple_fork	NA	NA	small_purple_fork,small_purple_fork,small_green_sock,big_purple_fork,big_green_fork	big_purple_fork,big_purple_fork,small_green_sock,small_purple_fork,big_green_fork
PwDr3NhGN7hbLdn4j	18	color_same_same_m	target	undefined	butterfly_phone	big_white_phone	size and color	redundant	size	color	5	3	same	same	large white telephone	NA	large white telephone	0	1	phone	big	white	TRUE	TRUE	TRUE	FALSE	FALSE	small_white_phone	big_yellow_butterfly	small_yellow_phone	small_white_phone	small_white_phone	small_white_phone,small_white_phone,big_white_phone,small_white_phone,small_white_phone,big_yellow_butterfly,small_yellow_phone	small_yellow_phone,small_yellow_phone,small_white_phone,small_white_phone,big_yellow_butterfly,small_white_phone,big_white_phone
PwDr3NhGN7hbLdn4j	19	size_basic_filler_1_m	control	both_necessary	bonbon_cake	big_black_cake	size and color	redundant	color	size	3	1	no_extras	no_extras	large black cake	NA	large black cake	0	1	cake	big	black	TRUE	TRUE	TRUE	FALSE	FALSE	big_purple_cake	small_purple_bonbon	small_black_cake	NA	NA	small_purple_bonbon,small_purple_bonbon,big_purple_cake,small_black_cake,big_black_cake	small_purple_bonbon,small_purple_bonbon,big_black_cake,small_black_cake,big_purple_cake
PwDr3NhGN7hbLdn4j	21	color_diff_same_f	target	undefined	tent_ladle	small_orange_ladle	size and color	redundant	size	color	5	3	diff	same	small orange ladle	NA	small orange ladle	0	1	ladle	small	orange	TRUE	TRUE	TRUE	FALSE	FALSE	big_orange_ladle	small_black_tent	big_black_ladle	big_orange_tent	big_orange_tent	big_orange_tent,big_orange_tent,small_orange_ladle,big_orange_tent,small_black_tent,big_black_ladle,big_orange_ladle	big_orange_tent,big_orange_tent,small_black_tent,big_orange_ladle,big_black_ladle,small_orange_ladle,big_orange_tent
PwDr3NhGN7hbLdn4j	22	size_same_same_f	target	undefined	napkin_mug	small_red_mug	color	minimal	color	size	5	3	same	same	red cup	NA	red cup	1	0	mug	small	red	TRUE	FALSE	TRUE	FALSE	FALSE	small_yellow_mug	big_red_napkin	big_yellow_mug	small_yellow_mug	small_yellow_mug	small_yellow_mug,small_yellow_mug,small_yellow_mug,big_yellow_mug,small_yellow_mug,big_red_napkin,small_red_mug	small_yellow_mug,small_yellow_mug,big_red_napkin,big_yellow_mug,small_yellow_mug,small_yellow_mug,small_red_mug
PwDr3NhGN7hbLdn4j	23	size_basic_target_f	target	undefined	chair_stapler	small_yellow_stapler	color	minimal	color	size	3	1	no_extras	no_extras	yellow stapler	NA	yellow stapler	1	0	stapler	small	yellow	TRUE	FALSE	TRUE	FALSE	FALSE	small_white_stapler	big_yellow_chair	big_white_stapler	NA	NA	small_white_stapler,small_white_stapler,small_yellow_stapler,big_yellow_chair,big_white_stapler	small_yellow_stapler,small_yellow_stapler,small_white_stapler,big_yellow_chair,big_white_stapler
PwDr3NhGN7hbLdn4j	24	size_diff_same_m	target	undefined	comb_coathanger	big_blue_coathanger	color	minimal	color	size	5	3	diff	same	blue clothes hanger	NA	blue clothes hanger	1	0	coathanger	big	blue	TRUE	FALSE	TRUE	FALSE	FALSE	big_white_coathanger	small_blue_comb	small_white_coathanger	big_white_comb	big_white_comb	big_blue_coathanger,big_blue_coathanger,big_white_coathanger,big_white_comb,small_white_coathanger,small_blue_comb,big_white_comb	big_white_comb,big_white_comb,big_blue_coathanger,small_white_coathanger,big_white_comb,big_white_coathanger,small_blue_comb
PwDr3NhGN7hbLdn4j	25	color_diff_diff_m	target	undefined	airplane_screwdriver	big_green_screwdriver	size and color	redundant	size	color	5	1	diff	diff	large green screwdriver	NA	large green screwdriver	0	1	screwdriver	big	green	TRUE	TRUE	TRUE	FALSE	FALSE	small_green_screwdriver	big_orange_airplane	small_orange_screwdriver	small_orange_airplane	small_orange_airplane	small_orange_screwdriver,small_orange_screwdriver,small_orange_airplane,small_orange_airplane,small_green_screwdriver,big_green_screwdriver,big_orange_airplane	small_green_screwdriver,small_green_screwdriver,small_orange_airplane,small_orange_screwdriver,big_orange_airplane,big_green_screwdriver,small_orange_airplane
PwDr3NhGN7hbLdn4j	26	color_basic_filler_1_f	control	both_necessary	tie_remote	small_orange_remote	size and color	redundant	size	color	3	1	no_extras	no_extras	small orange remote	NA	small orange remote	0	1	remote	small	orange	TRUE	TRUE	TRUE	FALSE	FALSE	big_orange_remote	big_green_tie	small_green_remote	NA	NA	small_orange_remote,small_orange_remote,small_green_remote,big_green_tie,big_orange_remote	small_orange_remote,small_orange_remote,big_orange_remote,small_green_remote,big_green_tie
PwDr3NhGN7hbLdn4j	28	size_diff_diff_m	target	undefined	truck_shell	big_black_shell	color	minimal	color	size	5	1	diff	diff	black shell	NA	black shell	1	0	shell	big	black	TRUE	FALSE	TRUE	FALSE	FALSE	big_orange_shell	small_black_truck	small_orange_shell	small_orange_truck	small_orange_truck	big_orange_shell,big_orange_shell,big_black_shell,small_orange_truck,small_black_truck,small_orange_shell,small_orange_truck	small_orange_truck,small_orange_truck,small_black_truck,small_orange_shell,small_orange_truck,big_orange_shell,big_black_shell
PwDr3NhGN7hbLdn4j	29	color_diff_diff_f	target	undefined	cap_flower	small_white_flower	size and color	redundant	size	color	5	1	diff	diff	small white flower	NA	small white flower	0	1	flower	small	white	TRUE	TRUE	TRUE	FALSE	FALSE	big_white_flower	small_red_cap	big_red_flower	big_red_cap	big_red_cap	small_white_flower,small_white_flower,small_red_cap,big_red_flower,big_white_flower,big_red_cap,big_red_cap	small_red_cap,small_red_cap,small_white_flower,big_red_flower,big_white_flower,big_red_cap,big_red_cap
PwDr3NhGN7hbLdn4j	30	size_diff_same_f	target	undefined	pan_candle	small_red_candle	color	minimal	color	size	5	3	diff	same	red candle	NA	red candle	1	0	candle	small	red	TRUE	FALSE	TRUE	FALSE	FALSE	small_yellow_candle	big_red_pan	big_yellow_candle	small_yellow_pan	small_yellow_pan	small_yellow_pan,small_yellow_pan,small_yellow_candle,big_yellow_candle,small_red_candle,big_red_pan,small_yellow_pan	big_red_pan,big_red_pan,small_yellow_candle,big_yellow_candle,small_red_candle,small_yellow_pan,small_yellow_pan
PwDr3NhGN7hbLdn4j	31	color_same_diff_m	target	undefined	die_microscope	big_orange_microscope	size and color	redundant	size	color	5	1	same	diff	large orange microscope	NA	large orange microscope	0	1	microscope	big	orange	TRUE	TRUE	TRUE	FALSE	FALSE	small_orange_microscope	big_purple_die	small_purple_microscope	small_purple_microscope	small_purple_microscope	big_orange_microscope,big_orange_microscope,big_purple_die,small_purple_microscope,small_purple_microscope,small_purple_microscope,small_orange_microscope	small_purple_microscope,small_purple_microscope,big_orange_microscope,small_purple_microscope,big_purple_die,small_purple_microscope,small_orange_microscope
jR2jjNeZSsSqA86mt	2	color_same_diff_m	target	undefined	balloon_frame	big_yellow_frame	size	minimal	size	color	5	1	same	diff	largest frame	NA	largest frame	1	0	frame	big	yellow	FALSE	TRUE	TRUE	FALSE	FALSE	small_yellow_frame	big_red_balloon	small_red_frame	small_red_frame	small_red_frame	small_red_frame,small_red_frame,small_red_frame,small_yellow_frame,small_red_frame,big_yellow_frame,big_red_balloon	small_red_frame,small_red_frame,small_red_frame,big_red_balloon,small_red_frame,big_yellow_frame,small_yellow_frame
jR2jjNeZSsSqA86mt	3	color_diff_same_f	target	undefined	fork_shovel	small_green_shovel	size	minimal	size	color	5	3	diff	same	it is the smallest tool to move dirt	NA	the smallest tool to move dirt	1	0	shovel	small	green	FALSE	TRUE	TRUE	FALSE	TRUE	big_green_shovel	small_black_fork	big_black_shovel	big_green_fork	big_green_fork	small_black_fork,small_black_fork,big_green_fork,small_green_shovel,big_green_fork,big_green_shovel,big_black_shovel	big_black_shovel,big_black_shovel,big_green_fork,small_black_fork,big_green_fork,big_green_shovel,small_green_shovel
jR2jjNeZSsSqA86mt	4	size_diff_diff_m	target	undefined	coathanger_comb	big_yellow_comb	size and color	redundant	color	size	5	1	diff	diff	it is big and yellow	NA	big and yellow	0	1	comb	big	yellow	TRUE	TRUE	FALSE	FALSE	FALSE	big_blue_comb	small_yellow_coathanger	small_blue_comb	small_blue_coathanger	small_blue_coathanger	small_blue_coathanger,small_blue_coathanger,big_yellow_comb,small_blue_comb,small_yellow_coathanger,small_blue_coathanger,big_blue_comb	big_blue_comb,big_blue_comb,big_yellow_comb,small_blue_comb,small_yellow_coathanger,small_blue_coathanger,small_blue_coathanger
jR2jjNeZSsSqA86mt	5	color_diff_diff_m	target	undefined	bed_rug	big_yellow_rug	size	minimal	size	color	5	1	diff	diff	the largest rug	NA	the largest rug	1	0	rug	big	yellow	FALSE	TRUE	TRUE	FALSE	TRUE	small_yellow_rug	big_white_bed	small_white_rug	small_white_bed	small_white_bed	small_white_bed,small_white_bed,small_white_rug,big_white_bed,small_white_bed,big_yellow_rug,small_yellow_rug	big_white_bed,big_white_bed,small_white_bed,small_white_rug,small_white_bed,big_yellow_rug,small_yellow_rug
jR2jjNeZSsSqA86mt	6	color_basic_target_m	target	undefined	cushion_present	small_blue_present	size	minimal	size	color	3	1	no_extras	no_extras	the smallest gift	NA	the smallest gift	1	0	present	small	blue	FALSE	TRUE	TRUE	FALSE	TRUE	big_blue_present	small_white_cushion	big_white_present	NA	NA	big_white_present,big_white_present,big_blue_present,small_blue_present,small_white_cushion	big_blue_present,big_blue_present,small_white_cushion,small_blue_present,big_white_present
jR2jjNeZSsSqA86mt	7	size_diff_same_f	target	undefined	crown_flower	small_blue_flower	color	minimal	color	size	5	3	diff	same	the blue plant	NA	the blue plant	1	0	flower	small	blue	TRUE	FALSE	TRUE	FALSE	TRUE	small_white_flower	big_blue_crown	big_white_flower	small_white_crown	small_white_crown	small_white_crown,small_white_crown,big_blue_crown,big_white_flower,small_white_flower,small_white_crown,small_blue_flower	small_white_flower,small_white_flower,small_white_crown,big_blue_crown,small_blue_flower,big_white_flower,small_white_crown
jR2jjNeZSsSqA86mt	8	size_basic_target_m	target	undefined	bonbon_shell	small_green_shell	color	minimal	color	size	3	1	no_extras	no_extras	the green shell	NA	the green shell	1	0	shell	small	green	TRUE	FALSE	TRUE	FALSE	TRUE	small_orange_shell	big_green_bonbon	big_orange_shell	NA	NA	small_orange_shell,small_orange_shell,big_orange_shell,small_green_shell,big_green_bonbon	small_orange_shell,small_orange_shell,big_green_bonbon,big_orange_shell,small_green_shell
jR2jjNeZSsSqA86mt	11	color_same_diff_f	target	undefined	spoon_remote	small_purple_remote	size	minimal	size	color	5	1	same	diff	the smallest remote	NA	the smallest remote	1	0	remote	small	purple	FALSE	TRUE	TRUE	FALSE	TRUE	big_purple_remote	small_green_spoon	big_green_remote	big_green_remote	big_green_remote	small_purple_remote,small_purple_remote,big_green_remote,big_purple_remote,small_green_spoon,big_green_remote,big_green_remote	big_green_remote,big_green_remote,big_green_remote,small_purple_remote,big_green_remote,small_green_spoon,big_purple_remote
jR2jjNeZSsSqA86mt	14	color_diff_diff_f	target	undefined	clock_mouse	small_white_mouse	size	minimal	size	color	5	1	diff	diff	the smallest mouse	NA	the smallest mouse	1	0	mouse	small	white	FALSE	TRUE	TRUE	FALSE	TRUE	big_white_mouse	small_yellow_clock	big_yellow_mouse	big_yellow_clock	big_yellow_clock	small_white_mouse,small_white_mouse,big_yellow_clock,small_yellow_clock,big_yellow_mouse,big_white_mouse,big_yellow_clock	big_yellow_clock,big_yellow_clock,big_white_mouse,small_white_mouse,big_yellow_clock,big_yellow_mouse,small_yellow_clock
jR2jjNeZSsSqA86mt	16	size_same_same_m	target	undefined	die_fish	big_purple_fish	color	minimal	color	size	5	3	same	same	the purple animal	NA	the purple animal	1	0	fish	big	purple	TRUE	FALSE	TRUE	FALSE	TRUE	big_orange_fish	small_purple_die	small_orange_fish	big_orange_fish	big_orange_fish	big_orange_fish,big_orange_fish,small_purple_die,big_orange_fish,small_orange_fish,big_orange_fish,big_purple_fish	big_orange_fish,big_orange_fish,big_purple_fish,big_orange_fish,small_orange_fish,small_purple_die,big_orange_fish
jR2jjNeZSsSqA86mt	18	color_same_same_f	target	undefined	ornament_door	small_yellow_door	size	minimal	size	color	5	3	same	same	the smallest door	NA	the smallest door	1	0	door	small	yellow	FALSE	TRUE	TRUE	FALSE	TRUE	big_yellow_door	small_white_ornament	big_white_door	big_yellow_door	big_yellow_door	big_yellow_door,big_yellow_door,big_yellow_door,small_white_ornament,big_white_door,small_yellow_door,big_yellow_door	big_yellow_door,big_yellow_door,small_yellow_door,small_white_ornament,big_yellow_door,big_yellow_door,big_white_door
jR2jjNeZSsSqA86mt	19	size_basic_target_f	target	undefined	belt_stapler	small_red_stapler	color	minimal	color	size	3	1	no_extras	no_extras	the red stapler	NA	the red stapler	1	0	stapler	small	red	TRUE	FALSE	TRUE	FALSE	TRUE	small_yellow_stapler	big_red_belt	big_yellow_stapler	NA	NA	small_red_stapler,small_red_stapler,small_yellow_stapler,big_yellow_stapler,big_red_belt	big_yellow_stapler,big_yellow_stapler,big_red_belt,small_red_stapler,small_yellow_stapler
jR2jjNeZSsSqA86mt	23	color_diff_same_m	target	undefined	mask_bucket	big_white_bucket	size	minimal	size	color	5	3	diff	same	the largest bucket	NA	the largest bucket	1	0	bucket	big	white	FALSE	TRUE	TRUE	FALSE	TRUE	small_white_bucket	big_blue_mask	small_blue_bucket	small_white_mask	small_white_mask	small_blue_bucket,small_blue_bucket,big_blue_mask,small_white_bucket,big_white_bucket,small_white_mask,small_white_mask	small_blue_bucket,small_blue_bucket,small_white_mask,small_white_mask,big_white_bucket,big_blue_mask,small_white_bucket
jR2jjNeZSsSqA86mt	24	color_basic_filler_1_f	control	both_necessary	mug_napkin	small_white_napkin	size and color	redundant	size	color	3	1	no_extras	no_extras	the smallest white napkin	NA	the smallest white napkin	0	1	napkin	small	white	TRUE	TRUE	TRUE	FALSE	TRUE	big_white_napkin	big_blue_mug	small_blue_napkin	NA	NA	big_white_napkin,big_white_napkin,big_blue_mug,small_white_napkin,small_blue_napkin	big_blue_mug,big_blue_mug,small_blue_napkin,big_white_napkin,small_white_napkin
jR2jjNeZSsSqA86mt	25	size_same_same_f	target	undefined	ruler_billiardball	small_blue_billiardball	color	minimal	color	size	5	3	same	same	the blue ball	NA	the blue ball	1	0	billiardball	small	blue	TRUE	FALSE	TRUE	FALSE	TRUE	small_yellow_billiardball	big_blue_ruler	big_yellow_billiardball	small_yellow_billiardball	small_yellow_billiardball	big_yellow_billiardball,big_yellow_billiardball,big_blue_ruler,small_yellow_billiardball,small_yellow_billiardball,small_blue_billiardball,small_yellow_billiardball	small_yellow_billiardball,small_yellow_billiardball,big_blue_ruler,small_blue_billiardball,small_yellow_billiardball,big_yellow_billiardball,small_yellow_billiardball
jR2jjNeZSsSqA86mt	27	color_basic_target_f	target	undefined	guitar_dress	small_yellow_dress	size	minimal	size	color	3	1	no_extras	no_extras	the smallest dress	NA	the smallest dress	1	0	dress	small	yellow	FALSE	TRUE	TRUE	FALSE	TRUE	big_yellow_dress	small_white_guitar	big_white_dress	NA	NA	small_yellow_dress,small_yellow_dress,big_yellow_dress,small_white_guitar,big_white_dress	small_white_guitar,small_white_guitar,big_white_dress,big_yellow_dress,small_yellow_dress
jR2jjNeZSsSqA86mt	28	color_basic_filler_1_m	control	both_necessary	truck_screwdriver	small_orange_screwdriver	size	minimal	size	color	3	1	no_extras	no_extras	the smallest colorful tool	NA	the smallest colorful tool	1	0	screwdriver	small	orange	FALSE	TRUE	TRUE	FALSE	TRUE	big_orange_screwdriver	big_black_truck	small_black_screwdriver	NA	NA	small_black_screwdriver,small_black_screwdriver,big_orange_screwdriver,big_black_truck,small_orange_screwdriver	small_orange_screwdriver,small_orange_screwdriver,small_black_screwdriver,big_black_truck,big_orange_screwdriver
jR2jjNeZSsSqA86mt	31	color_same_same_m	target	undefined	armchair_switch	big_red_switch	size	minimal	size	color	5	3	same	same	the biggest switch	NA	the biggest switch	1	0	switch	big	red	FALSE	TRUE	TRUE	FALSE	TRUE	small_red_switch	big_yellow_armchair	small_yellow_switch	small_red_switch	small_red_switch	big_yellow_armchair,big_yellow_armchair,small_yellow_switch,small_red_switch,small_red_switch,small_red_switch,big_red_switch	small_red_switch,small_red_switch,small_red_switch,big_red_switch,big_yellow_armchair,small_yellow_switch,small_red_switch
J4Trop6yAkpW5Dk8x	1	size_basic_filler_3_m	control	size_redundant	lipstick_microscope	small_orange_microscope	size and color	redundant	color	size	3	1	no_extras	no_extras	small orange	NA	small orange	0	1	microscope	small	orange	TRUE	TRUE	FALSE	FALSE	FALSE	big_green_microscope	big_orange_microscope	small_green_lipstick	NA	NA	small_green_lipstick,small_green_lipstick,big_green_microscope,big_orange_microscope,small_orange_microscope	big_orange_microscope,big_orange_microscope,small_orange_microscope,small_green_lipstick,big_green_microscope
J4Trop6yAkpW5Dk8x	2	color_basic_target_f	target	undefined	lamp_clock	small_blue_clock	size and color	redundant	size	color	3	1	no_extras	no_extras	small blue clock	NA	small blue clock	0	1	clock	small	blue	TRUE	TRUE	TRUE	FALSE	FALSE	big_blue_clock	small_red_lamp	big_red_clock	NA	NA	big_blue_clock,big_blue_clock,small_blue_clock,small_red_lamp,big_red_clock	big_red_clock,big_red_clock,small_red_lamp,small_blue_clock,big_blue_clock
J4Trop6yAkpW5Dk8x	3	size_same_same_f	target	undefined	dress_pan	small_white_pan	color	minimal	color	size	5	3	same	same	silver skillet	NA	silver skillet	1	0	pan	small	white	TRUE	FALSE	TRUE	FALSE	FALSE	small_blue_pan	big_white_dress	big_blue_pan	small_blue_pan	small_blue_pan	small_blue_pan,small_blue_pan,big_white_dress,small_white_pan,big_blue_pan,small_blue_pan,small_blue_pan	small_blue_pan,small_blue_pan,big_white_dress,small_blue_pan,small_blue_pan,small_white_pan,big_blue_pan
J4Trop6yAkpW5Dk8x	4	color_diff_diff_f	target	undefined	mug_candle	small_blue_candle	size and color	redundant	size	color	5	1	diff	diff	small. blue candel__candle	NA	small blue candel	0	1	candle	small	blue	TRUE	TRUE	TRUE	FALSE	FALSE	big_blue_candle	small_red_mug	big_red_candle	big_red_mug	big_red_mug	big_red_mug,big_red_mug,big_red_mug,small_blue_candle,big_red_candle,small_red_mug,big_blue_candle	big_red_mug,big_red_mug,small_red_mug,big_red_candle,big_blue_candle,small_blue_candle,big_red_mug
J4Trop6yAkpW5Dk8x	5	size_same_diff_f	target	undefined	stapler_crown	small_blue_crown	size and color	redundant	color	size	5	1	same	diff	small blue crown	NA	small blue crown	0	1	crown	small	blue	TRUE	TRUE	TRUE	FALSE	FALSE	small_red_crown	big_blue_stapler	big_red_crown	big_red_crown	big_red_crown	big_red_crown,big_red_crown,big_red_crown,big_red_crown,big_blue_stapler,small_blue_crown,small_red_crown	small_red_crown,small_red_crown,big_blue_stapler,big_red_crown,big_red_crown,small_blue_crown,big_red_crown
J4Trop6yAkpW5Dk8x	6	size_diff_diff_f	target	undefined	napkin_flower	small_white_flower	color	minimal	color	size	5	1	diff	diff	white flower	NA	white flower	1	0	flower	small	white	TRUE	FALSE	TRUE	FALSE	FALSE	small_red_flower	big_white_napkin	big_red_flower	big_red_napkin	big_red_napkin	big_red_napkin,big_red_napkin,small_white_flower,big_white_napkin,small_red_flower,big_red_napkin,big_red_flower	small_white_flower,small_white_flower,big_red_napkin,big_white_napkin,big_red_flower,small_red_flower,big_red_napkin
J4Trop6yAkpW5Dk8x	7	size_same_same_m	target	undefined	bed_bucket	big_red_bucket	color	minimal	color	size	5	3	same	same	red bucket	NA	red bucket	1	0	bucket	big	red	TRUE	FALSE	TRUE	FALSE	FALSE	big_white_bucket	small_red_bed	small_white_bucket	big_white_bucket	big_white_bucket	big_white_bucket,big_white_bucket,big_white_bucket,small_white_bucket,big_white_bucket,big_red_bucket,small_red_bed	small_red_bed,small_red_bed,big_white_bucket,big_white_bucket,big_red_bucket,small_white_bucket,big_white_bucket
J4Trop6yAkpW5Dk8x	9	size_basic_filler_1_f	control	both_necessary	tent_fork	big_black_fork	size and color	redundant	color	size	3	1	no_extras	no_extras	large black fork	NA	large black fork	0	1	fork	big	black	TRUE	TRUE	TRUE	FALSE	FALSE	big_green_fork	small_green_tent	small_black_fork	NA	NA	small_black_fork,small_black_fork,small_green_tent,big_green_fork,big_black_fork	small_green_tent,small_green_tent,big_green_fork,small_black_fork,big_black_fork
J4Trop6yAkpW5Dk8x	10	size_basic_target_m	target	undefined	cushion_bike	small_white_bike	color	minimal	color	size	3	1	no_extras	no_extras	silver bike	NA	silver bike	1	0	bike	small	white	TRUE	FALSE	TRUE	FALSE	FALSE	small_yellow_bike	big_white_cushion	big_yellow_bike	NA	NA	small_white_bike,small_white_bike,small_yellow_bike,big_yellow_bike,big_white_cushion	small_yellow_bike,small_yellow_bike,big_yellow_bike,big_white_cushion,small_white_bike
J4Trop6yAkpW5Dk8x	11	size_same_diff_m	target	undefined	rug_pencil	big_red_pencil	color	minimal	color	size	5	1	same	diff	red pencil	NA	red pencil	1	0	pencil	big	red	TRUE	FALSE	TRUE	FALSE	FALSE	big_yellow_pencil	small_red_rug	small_yellow_pencil	small_yellow_pencil	small_yellow_pencil	small_yellow_pencil,small_yellow_pencil,big_red_pencil,small_yellow_pencil,big_yellow_pencil,small_yellow_pencil,small_red_rug	small_yellow_pencil,small_yellow_pencil,small_yellow_pencil,big_red_pencil,small_yellow_pencil,big_yellow_pencil,small_red_rug
J4Trop6yAkpW5Dk8x	12	color_diff_diff_m	target	undefined	drum_knife	big_purple_knife	size and color	redundant	size	color	5	1	diff	diff	big purple knife	NA	big purple knife	0	1	knife	big	purple	TRUE	TRUE	TRUE	FALSE	FALSE	small_purple_knife	big_green_drum	small_green_knife	small_green_drum	small_green_drum	big_green_drum,big_green_drum,small_green_knife,big_purple_knife,small_purple_knife,small_green_drum,small_green_drum	big_purple_knife,big_purple_knife,small_green_drum,big_green_drum,small_purple_knife,small_green_drum,small_green_knife
